event_change,start_time,end_time,duration,state,most_implicated_var
651,2017-01-13 17:50:00,2017-01-13 17:50:00,0.0,Degraded,
653,2017-01-13 19:30:00,2017-01-13 19:30:00,0.0,Degraded,
655,2017-01-14 09:15:00,2017-01-14 09:15:00,0.0,Degraded,
657,2017-01-14 09:25:00,2017-01-14 09:25:00,0.0,Degraded,
659,2017-01-14 14:55:00,2017-01-14 14:55:00,0.0,Degraded,
661,2017-01-14 17:05:00,2017-01-14 17:05:00,0.0,Degraded,
663,2017-01-14 18:10:00,2017-01-14 18:10:00,0.0,Degraded,
665,2017-01-14 18:45:00,2017-01-14 18:45:00,0.0,Degraded,
667,2017-01-14 20:00:00,2017-01-14 20:05:00,0.08333333333333333,Degraded,Cyclone_Inlet_Gas_Temp
669,2017-01-14 21:05:00,2017-01-14 21:05:00,0.0,Degraded,
671,2017-01-15 01:30:00,2017-01-15 01:30:00,0.0,Degraded,
673,2017-01-15 08:15:00,2017-01-15 08:20:00,0.08333333333333333,Degraded,Cyclone_Gas_Outlet_Temp
675,2017-01-15 09:30:00,2017-01-15 09:30:00,0.0,Degraded,
677,2017-01-15 11:00:00,2017-01-15 11:00:00,0.0,Degraded,
679,2017-01-15 12:10:00,2017-01-15 12:10:00,0.0,Degraded,
681,2017-01-15 18:55:00,2017-01-15 18:55:00,0.0,Degraded,
683,2017-01-15 20:30:00,2017-01-15 20:30:00,0.0,Degraded,
685,2017-01-15 21:35:00,2017-01-15 21:35:00,0.0,Degraded,
687,2017-01-16 01:20:00,2017-01-16 01:20:00,0.0,Degraded,
689,2017-01-16 01:55:00,2017-01-16 01:55:00,0.0,Degraded,
691,2017-01-16 07:50:00,2017-01-16 07:50:00,0.0,Degraded,
693,2017-01-16 11:25:00,2017-01-16 11:25:00,0.0,Degraded,
695,2017-01-16 12:35:00,2017-01-16 12:35:00,0.0,Degraded,
697,2017-01-17 04:40:00,2017-01-17 04:40:00,0.0,Degraded,
699,2017-01-17 12:10:00,2017-01-17 12:10:00,0.0,Degraded,
701,2017-01-17 13:00:00,2017-01-17 13:00:00,0.0,Degraded,
703,2017-01-17 16:55:00,2017-01-17 16:55:00,0.0,Degraded,
705,2017-01-17 20:40:00,2017-01-17 20:40:00,0.0,Degraded,
707,2017-01-17 23:45:00,2017-01-17 23:45:00,0.0,Degraded,
709,2017-01-18 01:45:00,2017-01-18 01:45:00,0.0,Degraded,
711,2017-01-18 01:55:00,2017-01-18 02:00:00,0.08333333333333333,Degraded,Cyclone_Material_Temp
713,2017-01-18 06:20:00,2017-01-18 06:20:00,0.0,Degraded,
715,2017-01-18 08:05:00,2017-01-18 08:05:00,0.0,Degraded,
717,2017-01-18 08:25:00,2017-01-18 08:25:00,0.0,Degraded,
719,2017-01-18 13:20:00,2017-01-18 13:20:00,0.0,Degraded,
721,2017-01-18 15:55:00,2017-01-18 15:55:00,0.0,Degraded,
723,2017-01-18 16:10:00,2017-01-18 16:10:00,0.0,Degraded,
725,2017-01-18 17:10:00,2017-01-18 17:10:00,0.0,Degraded,
727,2017-01-18 20:05:00,2017-01-18 20:05:00,0.0,Degraded,
729,2017-01-18 21:15:00,2017-01-18 21:15:00,0.0,Degraded,
731,2017-01-19 05:00:00,2017-01-19 05:00:00,0.0,Degraded,
733,2017-01-19 08:40:00,2017-01-19 08:40:00,0.0,Degraded,
735,2017-01-19 10:25:00,2017-01-19 10:25:00,0.0,Degraded,
737,2017-01-19 15:40:00,2017-01-19 15:40:00,0.0,Degraded,
739,2017-01-19 20:20:00,2017-01-19 20:20:00,0.0,Degraded,
741,2017-01-20 01:15:00,2017-01-20 01:15:00,0.0,Degraded,
743,2017-01-20 04:15:00,2017-01-20 04:15:00,0.0,Degraded,
745,2017-01-20 08:45:00,2017-01-20 08:45:00,0.0,Degraded,
747,2017-01-20 12:45:00,2017-01-20 12:45:00,0.0,Degraded,
749,2017-01-20 18:05:00,2017-01-20 18:05:00,0.0,Degraded,
751,2017-01-20 18:30:00,2017-01-20 18:30:00,0.0,Degraded,
753,2017-01-20 19:55:00,2017-01-20 20:00:00,0.08333333333333333,Degraded,Cyclone_Material_Temp
755,2017-01-21 03:40:00,2017-01-21 03:40:00,0.0,Degraded,
757,2017-01-21 06:00:00,2017-01-21 06:00:00,0.0,Degraded,
759,2017-01-21 08:30:00,2017-01-21 08:30:00,0.0,Degraded,
761,2017-01-21 18:35:00,2017-01-21 18:35:00,0.0,Degraded,
763,2017-01-22 01:35:00,2017-01-22 01:35:00,0.0,Degraded,
765,2017-01-22 09:15:00,2017-01-22 09:15:00,0.0,Degraded,
767,2017-01-22 16:40:00,2017-01-22 16:40:00,0.0,Degraded,
769,2017-01-22 21:00:00,2017-01-22 21:00:00,0.0,Degraded,
771,2017-01-22 22:10:00,2017-01-22 22:10:00,0.0,Degraded,
773,2017-01-23 06:25:00,2017-01-23 06:25:00,0.0,Degraded,
775,2017-01-23 14:50:00,2017-01-23 14:50:00,0.0,Degraded,
777,2017-01-23 17:05:00,2017-01-23 17:05:00,0.0,Degraded,
779,2017-01-23 18:05:00,2017-01-23 18:05:00,0.0,Degraded,
781,2017-01-23 20:40:00,2017-01-23 20:40:00,0.0,Degraded,
783,2017-01-24 10:15:00,2017-01-24 10:15:00,0.0,Degraded,
785,2017-01-24 10:40:00,2017-01-24 10:40:00,0.0,Degraded,
787,2017-01-24 17:20:00,2017-01-24 17:20:00,0.0,Degraded,
789,2017-01-24 18:05:00,2017-01-24 18:05:00,0.0,Degraded,
791,2017-01-24 22:15:00,2017-01-24 22:15:00,0.0,Degraded,
793,2017-01-25 02:30:00,2017-01-25 02:30:00,0.0,Degraded,
795,2017-01-25 06:40:00,2017-01-25 06:40:00,0.0,Degraded,
797,2017-01-25 07:55:00,2017-01-25 07:55:00,0.0,Degraded,
799,2017-01-25 10:00:00,2017-01-25 10:00:00,0.0,Degraded,
801,2017-01-25 15:15:00,2017-01-25 15:15:00,0.0,Degraded,
803,2017-01-25 19:20:00,2017-01-25 19:20:00,0.0,Degraded,
805,2017-01-25 21:50:00,2017-01-25 21:50:00,0.0,Degraded,
807,2017-01-26 04:40:00,2017-01-26 04:40:00,0.0,Degraded,
809,2017-01-26 12:50:00,2017-01-26 12:50:00,0.0,Degraded,
811,2017-01-27 05:10:00,2017-01-27 05:10:00,0.0,Degraded,
813,2017-01-27 17:30:00,2017-01-27 17:35:00,0.08333333333333333,Degraded,Cyclone_Gas_Outlet_Temp
815,2017-01-28 02:50:00,2017-01-28 02:50:00,0.0,Degraded,
817,2017-01-28 10:20:00,2017-01-28 10:20:00,0.0,Degraded,
819,2017-01-28 17:00:00,2017-01-28 17:00:00,0.0,Degraded,
821,2017-01-29 01:00:00,2017-01-29 01:00:00,0.0,Degraded,
823,2017-01-29 06:00:00,2017-01-29 06:00:00,0.0,Degraded,
825,2017-01-29 13:10:00,2017-01-29 13:10:00,0.0,Degraded,
827,2017-01-29 16:25:00,2017-01-29 16:25:00,0.0,Degraded,
829,2017-01-29 20:15:00,2017-01-29 20:15:00,0.0,Degraded,
831,2017-01-30 01:50:00,2017-01-30 01:50:00,0.0,Degraded,
833,2017-01-30 04:50:00,2017-01-30 04:50:00,0.0,Degraded,
835,2017-01-30 07:05:00,2017-01-30 07:05:00,0.0,Degraded,
837,2017-01-30 08:35:00,2017-01-30 08:35:00,0.0,Degraded,
839,2017-01-30 12:00:00,2017-01-30 12:00:00,0.0,Degraded,
841,2017-01-30 12:15:00,2017-01-30 12:15:00,0.0,Degraded,
843,2017-01-30 15:35:00,2017-01-30 15:35:00,0.0,Degraded,
845,2017-01-30 17:25:00,2017-01-30 17:25:00,0.0,Degraded,
847,2017-01-30 17:50:00,2017-01-30 17:50:00,0.0,Degraded,
849,2017-01-30 19:00:00,2017-01-30 19:00:00,0.0,Degraded,
851,2017-01-31 06:30:00,2017-01-31 06:30:00,0.0,Degraded,
853,2017-01-31 15:45:00,2017-01-31 15:45:00,0.0,Degraded,
855,2017-01-31 20:50:00,2017-01-31 20:50:00,0.0,Degraded,
857,2017-02-01 04:25:00,2017-02-01 04:25:00,0.0,Degraded,
859,2017-02-01 17:35:00,2017-02-01 17:35:00,0.0,Degraded,
861,2017-02-02 01:50:00,2017-02-02 01:50:00,0.0,Degraded,
863,2017-02-02 20:35:00,2017-02-02 20:35:00,0.0,Degraded,
865,2017-02-02 22:30:00,2017-02-02 22:30:00,0.0,Degraded,
867,2017-02-03 04:00:00,2017-02-03 04:00:00,0.0,Degraded,
869,2017-02-03 13:55:00,2017-02-03 13:55:00,0.0,Degraded,
871,2017-02-03 14:05:00,2017-02-03 14:05:00,0.0,Degraded,
873,2017-02-03 15:55:00,2017-02-03 15:55:00,0.0,Degraded,
875,2017-02-03 19:15:00,2017-02-03 19:15:00,0.0,Degraded,
877,2017-02-03 20:45:00,2017-02-03 20:45:00,0.0,Degraded,
879,2017-02-04 07:35:00,2017-02-04 07:35:00,0.0,Degraded,
881,2017-02-04 19:00:00,2017-02-04 19:00:00,0.0,Degraded,
883,2017-02-05 04:50:00,2017-02-05 04:55:00,0.08333333333333333,Degraded,Cyclone_Gas_Outlet_Temp
885,2017-02-05 09:55:00,2017-02-05 09:55:00,0.0,Degraded,
887,2017-02-05 13:50:00,2017-02-05 13:50:00,0.0,Degraded,
889,2017-02-06 00:15:00,2017-02-06 00:15:00,0.0,Degraded,
891,2017-02-06 08:45:00,2017-02-06 08:45:00,0.0,Degraded,
893,2017-02-06 10:30:00,2017-02-06 10:30:00,0.0,Degraded,
895,2017-02-06 15:45:00,2017-02-06 15:45:00,0.0,Degraded,
897,2017-02-07 00:10:00,2017-02-07 00:10:00,0.0,Degraded,
899,2017-02-07 01:50:00,2017-02-07 01:50:00,0.0,Degraded,
901,2017-02-07 02:00:00,2017-02-07 02:00:00,0.0,Degraded,
903,2017-02-07 11:50:00,2017-02-07 11:50:00,0.0,Degraded,
905,2017-02-07 16:30:00,2017-02-07 16:30:00,0.0,Degraded,
907,2017-02-07 23:40:00,2017-02-07 23:40:00,0.0,Degraded,
909,2017-02-08 20:00:00,2017-02-08 20:00:00,0.0,Degraded,
911,2017-02-09 02:05:00,2017-02-09 02:10:00,0.08333333333333333,Degraded,Cyclone_Inlet_Gas_Temp
913,2017-02-09 04:30:00,2017-02-09 04:30:00,0.0,Degraded,
915,2017-02-10 00:25:00,2017-02-10 00:25:00,0.0,Degraded,
917,2017-02-10 23:10:00,2017-02-10 23:10:00,0.0,Degraded,
919,2017-02-11 07:15:00,2017-02-11 07:15:00,0.0,Degraded,
921,2017-02-11 23:40:00,2017-02-11 23:40:00,0.0,Degraded,
923,2017-02-12 14:05:00,2017-02-12 14:05:00,0.0,Degraded,
925,2017-02-12 16:15:00,2017-02-12 16:15:00,0.0,Degraded,
927,2017-02-12 16:50:00,2017-02-12 16:50:00,0.0,Degraded,
929,2017-02-13 05:45:00,2017-02-13 05:45:00,0.0,Degraded,
931,2017-02-13 20:35:00,2017-02-13 20:40:00,0.08333333333333333,Degraded,Cyclone_Gas_Outlet_Temp
933,2017-02-14 07:50:00,2017-02-14 07:50:00,0.0,Degraded,
935,2017-02-14 12:50:00,2017-02-14 12:50:00,0.0,Degraded,
937,2017-02-14 13:05:00,2017-02-14 13:05:00,0.0,Degraded,
939,2017-02-14 17:10:00,2017-02-14 17:10:00,0.0,Degraded,
941,2017-02-14 19:40:00,2017-02-14 19:40:00,0.0,Degraded,
943,2017-02-15 06:20:00,2017-02-15 06:20:00,0.0,Degraded,
945,2017-02-15 10:25:00,2017-02-15 10:25:00,0.0,Degraded,
947,2017-02-15 12:05:00,2017-02-15 12:05:00,0.0,Degraded,
949,2017-02-15 17:20:00,2017-02-15 17:20:00,0.0,Degraded,
951,2017-02-15 18:55:00,2017-02-15 18:55:00,0.0,Degraded,
953,2017-02-16 13:45:00,2017-02-16 13:45:00,0.0,Degraded,
955,2017-02-16 22:40:00,2017-02-16 22:40:00,0.0,Degraded,
957,2017-02-17 01:30:00,2017-02-17 01:30:00,0.0,Degraded,
959,2017-02-17 16:30:00,2017-02-17 16:30:00,0.0,Degraded,
961,2017-02-17 18:20:00,2017-02-17 18:20:00,0.0,Degraded,
963,2017-02-18 12:40:00,2017-02-18 12:40:00,0.0,Degraded,
965,2017-02-18 21:00:00,2017-02-18 21:00:00,0.0,Degraded,
967,2017-02-19 12:00:00,2017-02-19 12:00:00,0.0,Degraded,
969,2017-02-19 15:25:00,2017-02-19 15:25:00,0.0,Degraded,
971,2017-02-20 10:50:00,2017-02-20 10:50:00,0.0,Degraded,
973,2017-02-20 19:25:00,2017-02-20 19:25:00,0.0,Degraded,
975,2017-02-21 15:20:00,2017-02-21 15:20:00,0.0,Degraded,
977,2017-02-23 10:15:00,2017-02-23 10:15:00,0.0,Degraded,
979,2017-02-23 19:25:00,2017-02-23 19:25:00,0.0,Degraded,
981,2017-02-24 00:00:00,2017-02-24 00:00:00,0.0,Degraded,
983,2017-02-24 06:15:00,2017-02-24 06:15:00,0.0,Degraded,
985,2017-02-24 07:55:00,2017-02-24 07:55:00,0.0,Degraded,
987,2017-02-24 19:30:00,2017-02-24 19:30:00,0.0,Degraded,
989,2017-02-25 02:55:00,2017-02-25 02:55:00,0.0,Degraded,
991,2017-02-25 13:55:00,2017-02-25 14:00:00,0.08333333333333333,Degraded,Cyclone_Material_Temp
993,2017-02-26 01:40:00,2017-02-26 01:40:00,0.0,Degraded,
995,2017-02-26 15:45:00,2017-02-26 15:45:00,0.0,Degraded,
997,2017-02-27 03:35:00,2017-02-27 03:35:00,0.0,Degraded,
999,2017-02-27 17:35:00,2017-02-27 17:35:00,0.0,Degraded,
1001,2017-03-01 13:50:00,2017-03-01 13:50:00,0.0,Degraded,
1003,2017-03-02 21:05:00,2017-03-02 21:05:00,0.0,Degraded,
1005,2017-03-02 23:35:00,2017-03-02 23:35:00,0.0,Degraded,
1007,2017-03-04 04:50:00,2017-03-04 04:50:00,0.0,Degraded,
1009,2017-03-04 10:15:00,2017-03-04 10:15:00,0.0,Degraded,
1011,2017-03-04 22:15:00,2017-03-04 22:15:00,0.0,Degraded,
1013,2017-03-04 23:15:00,2017-03-04 23:15:00,0.0,Degraded,
1015,2017-03-05 15:05:00,2017-03-05 15:05:00,0.0,Degraded,
1017,2017-03-05 16:05:00,2017-03-05 16:05:00,0.0,Degraded,
1019,2017-03-06 09:20:00,2017-03-06 09:20:00,0.0,Degraded,
1021,2017-03-06 09:30:00,2017-03-06 09:30:00,0.0,Degraded,
1023,2017-03-06 23:05:00,2017-03-06 23:05:00,0.0,Degraded,
1025,2017-03-08 02:45:00,2017-03-08 02:45:00,0.0,Degraded,
1027,2017-03-09 07:00:00,2017-03-09 07:00:00,0.0,Degraded,
1029,2017-03-10 00:05:00,2017-03-10 00:05:00,0.0,Degraded,
1031,2017-03-10 01:10:00,2017-03-10 01:10:00,0.0,Degraded,
1033,2017-03-10 19:50:00,2017-03-10 19:50:00,0.0,Degraded,
1035,2017-03-10 22:15:00,2017-03-10 22:15:00,0.0,Degraded,
1037,2017-03-11 09:25:00,2017-03-11 09:25:00,0.0,Degraded,
1039,2017-03-12 20:25:00,2017-03-12 20:25:00,0.0,Degraded,
1041,2017-03-13 00:10:00,2017-03-13 00:10:00,0.0,Degraded,
1043,2017-03-13 01:40:00,2017-03-13 01:40:00,0.0,Degraded,
1045,2017-03-13 06:15:00,2017-03-13 06:15:00,0.0,Degraded,
1047,2017-03-13 08:20:00,2017-03-13 08:20:00,0.0,Degraded,
1049,2017-03-13 14:15:00,2017-03-13 14:15:00,0.0,Degraded,
1051,2017-03-13 19:00:00,2017-03-13 19:00:00,0.0,Degraded,
1053,2017-03-14 02:50:00,2017-03-14 02:50:00,0.0,Degraded,
1055,2017-03-14 05:30:00,2017-03-14 05:30:00,0.0,Degraded,
1057,2017-03-14 09:00:00,2017-03-14 09:00:00,0.0,Degraded,
1059,2017-03-14 21:00:00,2017-03-14 21:00:00,0.0,Degraded,
1061,2017-03-15 03:40:00,2017-03-15 03:40:00,0.0,Degraded,
1063,2017-03-15 12:35:00,2017-03-15 12:35:00,0.0,Degraded,
1065,2017-03-15 20:25:00,2017-03-15 20:25:00,0.0,Degraded,
1067,2017-03-15 22:15:00,2017-03-15 22:15:00,0.0,Degraded,
1069,2017-03-16 08:55:00,2017-03-16 08:55:00,0.0,Degraded,
1071,2017-03-16 22:25:00,2017-03-16 22:25:00,0.0,Degraded,
1073,2017-03-17 12:05:00,2017-03-17 12:05:00,0.0,Degraded,
1075,2017-03-17 15:00:00,2017-03-17 15:05:00,0.08333333333333333,Degraded,Cyclone_Inlet_Gas_Temp
1077,2017-03-18 09:05:00,2017-03-18 09:05:00,0.0,Degraded,
1079,2017-03-19 12:55:00,2017-03-19 12:55:00,0.0,Degraded,
1081,2017-03-19 19:15:00,2017-03-19 19:15:00,0.0,Degraded,
1083,2017-03-20 12:00:00,2017-03-20 12:00:00,0.0,Degraded,
1085,2017-03-20 15:55:00,2017-03-20 15:55:00,0.0,Degraded,
1087,2017-03-20 18:25:00,2017-03-20 18:25:00,0.0,Degraded,
1089,2017-03-20 21:40:00,2017-03-20 21:40:00,0.0,Degraded,
1091,2017-03-21 06:05:00,2017-03-21 06:05:00,0.0,Degraded,
1093,2017-03-22 00:55:00,2017-03-22 00:55:00,0.0,Degraded,
1095,2017-03-23 16:30:00,2017-03-23 16:30:00,0.0,Degraded,
1097,2017-03-24 13:55:00,2017-03-24 13:55:00,0.0,Degraded,
1099,2017-03-24 14:45:00,2017-03-24 14:45:00,0.0,Degraded,
1101,2017-03-24 15:05:00,2017-03-24 15:05:00,0.0,Degraded,
1103,2017-03-24 18:10:00,2017-03-24 18:10:00,0.0,Degraded,
1105,2017-03-24 21:50:00,2017-03-24 21:50:00,0.0,Degraded,
1107,2017-03-26 09:05:00,2017-03-26 09:05:00,0.0,Degraded,
1109,2017-03-26 17:40:00,2017-03-26 17:40:00,0.0,Degraded,
1111,2017-03-26 20:20:00,2017-03-26 20:25:00,0.08333333333333333,Degraded,Cyclone_Inlet_Gas_Temp
1113,2017-03-27 11:30:00,2017-03-27 11:30:00,0.0,Degraded,
1115,2017-03-27 21:25:00,2017-03-27 21:25:00,0.0,Degraded,
1117,2017-03-27 23:25:00,2017-03-27 23:25:00,0.0,Degraded,
1119,2017-03-28 02:20:00,2017-03-28 02:20:00,0.0,Degraded,
1121,2017-03-28 20:20:00,2017-03-28 20:20:00,0.0,Degraded,
1123,2017-03-28 23:40:00,2017-03-28 23:40:00,0.0,Degraded,
1125,2017-03-29 08:15:00,2017-03-29 08:15:00,0.0,Degraded,
1127,2017-03-29 10:30:00,2017-03-29 10:30:00,0.0,Degraded,
1129,2017-03-30 02:50:00,2017-03-30 02:50:00,0.0,Degraded,
1131,2017-03-30 09:40:00,2017-03-30 09:40:00,0.0,Degraded,
1133,2017-03-30 12:20:00,2017-03-30 12:20:00,0.0,Degraded,
1135,2017-03-31 00:30:00,2017-03-31 00:30:00,0.0,Degraded,
1137,2017-03-31 05:05:00,2017-03-31 05:05:00,0.0,Degraded,
1139,2017-03-31 05:35:00,2017-03-31 05:35:00,0.0,Degraded,
1141,2017-04-01 05:55:00,2017-04-01 05:55:00,0.0,Degraded,
1143,2017-04-02 12:25:00,2017-04-02 12:25:00,0.0,Degraded,
1145,2017-04-03 10:50:00,2017-04-03 10:50:00,0.0,Degraded,
1147,2017-04-03 17:30:00,2017-04-03 17:30:00,0.0,Degraded,
1149,2017-04-04 09:40:00,2017-04-04 09:40:00,0.0,Degraded,
1151,2017-04-05 08:45:00,2017-04-05 08:45:00,0.0,Degraded,
1153,2017-04-05 12:45:00,2017-04-05 12:45:00,0.0,Degraded,
1155,2017-04-05 15:35:00,2017-04-05 15:35:00,0.0,Degraded,
1157,2017-04-06 02:20:00,2017-04-06 02:20:00,0.0,Degraded,
1159,2017-04-06 14:35:00,2017-04-06 14:35:00,0.0,Degraded,
1161,2017-04-08 15:15:00,2017-04-08 15:15:00,0.0,Degraded,
1163,2017-04-08 18:55:00,2017-04-08 18:55:00,0.0,Degraded,
1165,2017-04-08 21:40:00,2017-04-08 21:40:00,0.0,Degraded,
1167,2017-04-09 12:05:00,2017-04-09 12:05:00,0.0,Degraded,
1169,2017-04-09 13:00:00,2017-04-09 13:00:00,0.0,Degraded,
1171,2017-04-12 01:45:00,2017-04-12 01:45:00,0.0,Degraded,
1173,2017-04-12 17:35:00,2017-04-12 17:35:00,0.0,Degraded,
1175,2017-04-12 19:50:00,2017-04-12 19:50:00,0.0,Degraded,
1177,2017-04-12 22:55:00,2017-04-12 22:55:00,0.0,Degraded,
1179,2017-04-12 23:50:00,2017-04-12 23:50:00,0.0,Degraded,
1181,2017-04-13 05:00:00,2017-04-13 05:00:00,0.0,Degraded,
1183,2017-04-13 18:35:00,2017-04-13 18:35:00,0.0,Degraded,
1185,2017-04-15 01:40:00,2017-04-15 01:40:00,0.0,Degraded,
1187,2017-04-15 01:50:00,2017-04-15 01:50:00,0.0,Degraded,
1189,2017-04-15 09:50:00,2017-04-15 09:50:00,0.0,Degraded,
1191,2017-04-16 07:10:00,2017-04-16 07:10:00,0.0,Degraded,
1193,2017-04-16 09:35:00,2017-04-16 09:35:00,0.0,Degraded,
1195,2017-04-16 14:25:00,2017-04-16 14:25:00,0.0,Degraded,
1197,2017-04-17 03:50:00,2017-04-17 03:50:00,0.0,Degraded,
1199,2017-04-18 06:35:00,2017-04-18 06:35:00,0.0,Degraded,
1201,2017-04-18 19:15:00,2017-04-18 19:15:00,0.0,Degraded,
1203,2017-04-20 19:20:00,2017-04-20 19:20:00,0.0,Degraded,
1205,2017-04-22 10:15:00,2017-04-22 10:15:00,0.0,Degraded,
1207,2017-04-22 16:15:00,2017-04-22 16:15:00,0.0,Degraded,
1209,2017-04-23 01:00:00,2017-04-23 01:00:00,0.0,Degraded,
1211,2017-04-24 19:35:00,2017-04-24 19:35:00,0.0,Degraded,
1213,2017-04-25 15:45:00,2017-04-25 15:45:00,0.0,Degraded,
1215,2017-04-27 00:30:00,2017-04-27 00:30:00,0.0,Degraded,
1217,2017-04-27 17:45:00,2017-04-27 17:45:00,0.0,Degraded,
1219,2017-04-30 08:35:00,2017-04-30 08:35:00,0.0,Degraded,
1221,2017-04-30 18:05:00,2017-04-30 18:05:00,0.0,Degraded,
1223,2017-05-01 18:45:00,2017-05-01 18:45:00,0.0,Degraded,
1225,2017-05-02 03:20:00,2017-05-02 03:20:00,0.0,Degraded,
1227,2017-05-02 16:40:00,2017-05-02 16:40:00,0.0,Degraded,
1229,2017-05-03 06:20:00,2017-05-03 06:20:00,0.0,Degraded,
1231,2017-05-03 19:05:00,2017-05-03 19:05:00,0.0,Degraded,
1233,2017-05-04 17:05:00,2017-05-04 17:05:00,0.0,Degraded,
1235,2017-05-05 01:25:00,2017-05-05 01:25:00,0.0,Degraded,
1237,2017-05-05 16:40:00,2017-05-05 16:40:00,0.0,Degraded,
1239,2017-05-06 10:10:00,2017-05-06 10:10:00,0.0,Degraded,
1241,2017-05-06 15:10:00,2017-05-06 15:10:00,0.0,Degraded,
1243,2017-05-07 12:15:00,2017-05-07 12:15:00,0.0,Degraded,
1245,2017-05-09 23:40:00,2017-05-09 23:40:00,0.0,Degraded,
1247,2017-05-11 12:15:00,2017-05-11 12:15:00,0.0,Degraded,
1249,2017-05-11 18:20:00,2017-05-11 18:20:00,0.0,Degraded,
1251,2017-05-12 16:10:00,2017-05-12 16:10:00,0.0,Degraded,
1253,2017-05-12 20:10:00,2017-05-12 20:10:00,0.0,Degraded,
1255,2017-05-13 20:20:00,2017-05-13 20:20:00,0.0,Degraded,
1257,2017-05-13 20:45:00,2017-05-13 20:45:00,0.0,Degraded,
1259,2017-05-14 20:15:00,2017-05-14 20:15:00,0.0,Degraded,
1261,2017-05-15 00:00:00,2017-05-15 00:00:00,0.0,Degraded,
1263,2017-05-19 12:15:00,2017-05-19 12:15:00,0.0,Degraded,
1265,2017-05-20 03:15:00,2017-05-20 03:15:00,0.0,Degraded,
1267,2017-05-20 10:05:00,2017-05-20 10:05:00,0.0,Degraded,
1269,2017-05-20 15:20:00,2017-05-20 15:20:00,0.0,Degraded,
1271,2017-05-21 03:25:00,2017-05-21 03:25:00,0.0,Degraded,
1273,2017-05-22 19:20:00,2017-05-22 19:20:00,0.0,Degraded,
1275,2017-05-24 15:00:00,2017-05-24 15:00:00,0.0,Degraded,
1277,2017-05-24 16:45:00,2017-05-24 16:45:00,0.0,Degraded,
1279,2017-05-24 21:05:00,2017-05-24 21:05:00,0.0,Degraded,
1281,2017-05-25 02:55:00,2017-05-25 02:55:00,0.0,Degraded,
1283,2017-05-26 02:30:00,2017-05-26 02:30:00,0.0,Degraded,
1285,2017-05-26 11:40:00,2017-05-26 11:40:00,0.0,Degraded,
1287,2017-05-27 05:55:00,2017-05-27 05:55:00,0.0,Degraded,
1289,2017-05-27 18:45:00,2017-05-27 18:45:00,0.0,Degraded,
1291,2017-05-27 21:25:00,2017-05-27 21:25:00,0.0,Degraded,
1293,2017-05-28 05:35:00,2017-05-28 05:35:00,0.0,Degraded,
1295,2017-05-28 07:50:00,2017-05-28 07:50:00,0.0,Degraded,
1297,2017-05-28 10:15:00,2017-05-28 10:15:00,0.0,Degraded,
1299,2017-05-28 11:30:00,2017-05-28 11:30:00,0.0,Degraded,
1301,2017-05-28 12:10:00,2017-05-28 12:10:00,0.0,Degraded,
1303,2017-05-28 17:35:00,2017-05-28 17:35:00,0.0,Degraded,
1305,2017-05-28 19:30:00,2017-05-28 19:30:00,0.0,Degraded,
1307,2017-05-29 23:30:00,2017-05-29 23:30:00,0.0,Degraded,
1309,2017-06-01 19:35:00,2017-06-01 19:35:00,0.0,Degraded,
1311,2017-06-02 00:05:00,2017-06-02 00:05:00,0.0,Degraded,
1313,2017-06-02 08:55:00,2017-06-02 08:55:00,0.0,Degraded,
1315,2017-06-02 16:40:00,2017-06-02 16:40:00,0.0,Degraded,
1317,2017-06-02 19:00:00,2017-06-02 19:00:00,0.0,Degraded,
1319,2017-06-02 21:25:00,2017-06-02 21:25:00,0.0,Degraded,
1321,2017-06-03 06:20:00,2017-06-03 06:20:00,0.0,Degraded,
1323,2017-06-04 03:00:00,2017-06-04 03:00:00,0.0,Degraded,
1325,2017-06-04 15:35:00,2017-06-04 15:35:00,0.0,Degraded,
1327,2017-06-05 05:25:00,2017-06-05 05:25:00,0.0,Degraded,
1329,2017-06-08 18:05:00,2017-06-08 18:05:00,0.0,Degraded,
1331,2017-06-08 18:30:00,2017-06-08 18:30:00,0.0,Degraded,
1333,2017-06-10 21:15:00,2017-06-10 21:15:00,0.0,Degraded,
1335,2017-06-11 01:25:00,2017-06-11 01:25:00,0.0,Degraded,
1337,2017-06-12 07:10:00,2017-06-12 07:10:00,0.0,Degraded,
1339,2017-06-12 14:50:00,2017-06-12 14:50:00,0.0,Degraded,
1341,2017-06-14 18:05:00,2017-06-14 18:05:00,0.0,Degraded,
1343,2017-06-16 01:45:00,2017-06-16 01:45:00,0.0,Degraded,
1345,2017-06-16 07:15:00,2017-06-16 07:15:00,0.0,Degraded,
1347,2017-06-17 05:35:00,2017-06-17 05:35:00,0.0,Degraded,
1349,2017-06-18 08:15:00,2017-06-18 08:15:00,0.0,Degraded,
1351,2017-06-20 02:05:00,2017-06-20 02:05:00,0.0,Degraded,
1353,2017-06-22 16:20:00,2017-06-22 16:20:00,0.0,Degraded,
1355,2017-06-23 23:30:00,2017-06-23 23:30:00,0.0,Degraded,
1357,2017-06-24 02:10:00,2017-06-24 02:10:00,0.0,Degraded,
1359,2017-06-25 02:35:00,2017-06-25 02:35:00,0.0,Degraded,
1361,2017-06-26 05:05:00,2017-06-26 05:05:00,0.0,Degraded,
