time,true_value,persistence_pred,arima_pred
2019-05-23 12:15:00,887.35,931.78,886.1502381307652
2019-05-23 12:20:00,907.45,931.78,886.1651602283688
2019-05-23 12:25:00,880.99,931.78,886.1507703976173
2019-05-23 12:30:00,856.4,931.78,886.1646469473194
2019-05-23 12:35:00,890.29,931.78,886.1512653700819
2019-05-23 12:40:00,888.31,931.78,886.1641696303776
2019-05-23 12:45:00,882.45,931.78,886.1517256612682
2019-05-23 12:50:00,880.99,931.78,886.1637257576433
2019-05-23 12:55:00,875.71,931.78,886.1521537011921
2019-05-23 13:00:00,898.65,931.78,886.163312985778
2019-05-23 13:05:00,905.6,931.78,886.1525517496057
2019-05-23 13:10:00,917.48,931.78,886.1629291356347
2019-05-23 13:15:00,857.1,931.78,886.1529219079266
2019-05-23 13:20:00,894.0,931.78,886.1625721807526
2019-05-23 13:25:00,857.12,931.78,886.1532661303326
2019-05-23 13:30:00,887.13,931.78,886.1622402366589
2019-05-23 13:35:00,860.66,931.78,886.1535862340775
2019-05-23 13:40:00,873.32,931.78,886.1619315509208
2019-05-23 13:45:00,859.96,931.78,886.1538839090856
2019-05-23 13:50:00,890.66,931.78,886.161644493893
2019-05-23 13:55:00,883.09,931.78,886.1541607268733
2019-05-23 14:00:00,887.67,931.78,886.1613775501148
2019-05-23 14:05:00,867.52,931.78,886.1544181488453
2019-05-23 14:10:00,865.22,931.78,886.1611293103093
2019-05-23 14:15:00,855.63,931.78,886.1546575340095
2019-05-23 14:20:00,885.17,931.78,886.1608984639437
2019-05-23 14:25:00,877.08,931.78,886.1548801461528
2019-05-23 14:30:00,881.17,931.78,886.1606837923102
2019-05-23 14:35:00,873.0,931.78,886.1550871605118
2019-05-23 14:40:00,862.77,931.78,886.1604841620928
2019-05-23 14:45:00,879.81,931.78,886.1552796699779
2019-05-23 14:50:00,875.75,931.78,886.1602985193829
2019-05-23 14:55:00,871.52,931.78,886.1554586908666
2019-05-23 15:00:00,926.09,931.78,886.160125884117
2019-05-23 15:05:00,899.85,931.78,886.1556251682832
2019-05-23 15:10:00,879.57,931.78,886.159965344901
2019-05-23 15:15:00,860.74,931.78,886.1557799811123
2019-05-23 15:20:00,901.27,931.78,886.1598160542002
2019-05-23 15:25:00,917.74,931.78,886.1559239466576
2019-05-23 15:30:00,876.35,931.78,886.1596772238638
2019-05-23 15:35:00,862.07,931.78,886.1560578249565
2019-05-23 15:40:00,921.58,931.78,886.1595481209646
2019-05-23 15:45:00,881.25,931.78,886.1561823227931
2019-05-23 15:50:00,891.19,931.78,886.1594280639293
2019-05-23 15:55:00,930.29,931.78,886.156298097429
2019-05-23 16:00:00,900.75,931.78,886.1593164189408
2019-05-23 16:05:00,879.69,931.78,886.1564057600735
2019-05-23 16:10:00,857.44,931.78,886.1592125965913
2019-05-23 16:15:00,865.28,931.78,886.1565058791102
2019-05-23 16:20:00,881.57,931.78,886.1591160487712
2019-05-23 16:25:00,884.32,931.78,886.1565989830978
2019-05-23 16:30:00,914.07,931.78,886.1590262657757
2019-05-23 16:35:00,859.48,931.78,886.1566855635601
2019-05-23 16:40:00,888.52,931.78,886.158942773613
2019-05-23 16:45:00,888.48,931.78,886.1567660775818
2019-05-23 16:50:00,907.43,931.78,886.1588651315029
2019-05-23 16:55:00,856.66,931.78,886.1568409502205
2019-05-23 17:00:00,873.47,931.78,886.1587929295493
2019-05-23 17:05:00,851.39,931.78,886.1569105767517
2019-05-23 17:10:00,872.2,931.78,886.1587257865763
2019-05-23 17:15:00,855.2,931.78,886.1569753247546
2019-05-23 17:20:00,856.38,931.78,886.1586633481156
2019-05-23 17:25:00,925.13,931.78,886.1570355360536
2019-05-23 17:30:00,873.12,931.78,886.1586052845361
2019-05-23 17:35:00,853.16,931.78,886.1570915285224
2019-05-23 17:40:00,903.36,931.78,886.1585512893023
2019-05-23 17:45:00,873.51,931.78,886.157143597762
2019-05-23 17:50:00,856.8,931.78,886.1585010773573
2019-05-23 17:55:00,865.58,931.78,886.1571920186617
2019-05-23 18:00:00,874.69,931.78,886.1584543836169
2019-05-23 18:05:00,894.84,931.78,886.15723704685
2019-05-23 18:10:00,876.85,931.78,886.1584109615709
2019-05-23 18:15:00,891.24,931.78,886.1572789200444
2019-05-23 18:20:00,874.09,931.78,886.1583705819812
2019-05-23 18:25:00,903.7,931.78,886.1573178593061
2019-05-23 18:30:00,880.15,931.78,886.1583330316716
2019-05-23 18:35:00,894.39,931.78,886.1573540702071
2019-05-23 18:40:00,878.66,931.78,886.1582981124029
2019-05-23 18:45:00,879.28,931.78,886.1573877439158
2019-05-23 18:50:00,888.48,931.78,886.1582656398255
2019-05-23 18:55:00,898.13,931.78,886.1574190582058
2019-05-23 19:00:00,895.76,931.78,886.158235442507
2019-05-23 19:05:00,876.46,931.78,886.1574481783948
2019-05-23 19:10:00,859.09,931.78,886.1582073610266
2019-05-23 19:15:00,865.32,931.78,886.157475258217
2019-05-23 19:20:00,892.6,931.78,886.1581812471338
2019-05-23 19:25:00,917.59,931.78,886.157500440635
2019-05-23 19:30:00,880.48,931.78,886.1581569629653
2019-05-23 19:35:00,881.36,931.78,886.1575238585942
2019-05-23 19:40:00,924.74,931.78,886.1581343803178
2019-05-23 19:45:00,908.04,931.78,886.1575456357253
2019-05-23 19:50:00,888.05,931.78,886.1581133799706
2019-05-23 19:55:00,896.61,931.78,886.1575658869964
2019-05-23 20:00:00,870.32,931.78,886.1580938510566
2019-05-23 20:05:00,890.82,931.78,886.1575847193199
2019-05-23 20:10:00,917.68,931.78,886.1580756904766
2019-05-23 20:15:00,908.83,931.78,886.1576022321173
2019-05-23 20:20:00,893.69,931.78,886.1580588023555
2019-05-23 20:25:00,911.52,931.78,886.157618517844
2019-05-23 20:30:00,860.11,931.78,886.1580430975359
2019-05-23 20:35:00,875.64,931.78,886.1576336624772
2019-05-23 20:40:00,853.18,931.78,886.1580284931073
2019-05-23 20:45:00,862.4,931.78,886.1576477459702
2019-05-23 20:50:00,883.31,931.78,886.1580149119684
2019-05-23 20:55:00,904.68,931.78,886.1576608426739
2019-05-23 21:00:00,864.8,931.78,886.1580022824204
2019-05-23 21:05:00,917.82,931.78,886.1576730217297
2019-05-23 21:10:00,904.37,931.78,886.157990537788
2019-05-23 21:15:00,880.89,931.78,886.1576843474345
2019-05-23 21:20:00,892.57,931.78,886.1579796160677
2019-05-23 21:25:00,879.1,931.78,886.1576948795802
2019-05-23 21:30:00,886.98,931.78,886.1579694596005
2019-05-23 21:35:00,900.66,931.78,886.1577046737691
2019-05-23 21:40:00,881.68,931.78,886.1579600147675
2019-05-23 21:45:00,869.6,931.78,886.1577137817077
2019-05-23 21:50:00,894.34,931.78,886.1579512317063
2019-05-23 21:55:00,865.05,931.78,886.1577222514796
2019-05-23 22:00:00,913.81,931.78,886.1579430640487
2019-05-23 22:05:00,872.6,931.78,886.1577301277994
2019-05-23 22:10:00,853.56,931.78,886.1579354686751
2019-05-23 22:15:00,891.11,931.78,886.1577374522483
2019-05-23 22:20:00,929.6,931.78,886.1579284054872
2019-05-23 22:25:00,919.53,931.78,886.1577442634945
2019-05-23 22:30:00,876.47,931.78,886.1579218371962
2019-05-23 22:35:00,876.84,931.78,886.1577505974964
2019-05-23 22:40:00,871.22,931.78,886.1579157291262
2019-05-23 22:45:00,871.16,931.78,886.1577564876933
2019-05-23 22:50:00,899.82,931.78,886.157910049031
2019-05-23 22:55:00,879.34,931.78,886.1577619651813
2019-05-23 23:00:00,883.27,931.78,886.1579047669235
2019-05-23 23:05:00,892.2,931.78,886.1577670588777
2019-05-23 23:10:00,886.42,931.78,886.1578998549178
2019-05-23 23:15:00,906.8,931.78,886.1577717956735
2019-05-23 23:20:00,910.4,931.78,886.157895287082
2019-05-23 23:25:00,893.15,931.78,886.1577762005759
2019-05-23 23:30:00,879.41,931.78,886.1578910393013
2019-05-23 23:35:00,855.12,931.78,886.1577802968396
2019-05-23 23:40:00,867.74,931.78,886.1578870891501
2019-05-23 23:45:00,874.05,931.78,886.15778410609
2019-05-23 23:50:00,882.01,931.78,886.1578834157744
2019-05-23 23:55:00,880.27,931.78,886.1577876484374
2019-05-24 00:00:00,931.15,931.78,886.1578799997816
2019-05-24 00:05:00,846.16,931.78,886.1577909425828
2019-05-24 00:10:00,899.63,931.78,886.1578768231374
2019-05-24 00:15:00,895.84,931.78,886.157794005917
2019-05-24 00:20:00,856.09,931.78,886.1578738690714
2019-05-24 00:25:00,870.16,931.78,886.1577968546123
2019-05-24 00:30:00,863.11,931.78,886.1578711219881
2019-05-24 00:35:00,874.41,931.78,886.1577995037079
2019-05-24 00:40:00,864.76,931.78,886.1578685673851
2019-05-24 00:45:00,887.44,931.78,886.157801967189
2019-05-24 00:50:00,899.66,931.78,886.1578661917756
2019-05-24 00:55:00,905.81,931.78,886.1578042580612
2019-05-24 01:00:00,898.31,931.78,886.1578639826181
2019-05-24 01:05:00,883.52,931.78,886.1578063884186
2019-05-24 01:10:00,877.63,931.78,886.1578619282499
2019-05-24 01:15:00,868.71,931.78,886.1578083695082
2019-05-24 01:20:00,864.05,931.78,886.1578600178252
2019-05-24 01:25:00,885.92,931.78,886.1578102117885
2019-05-24 01:30:00,880.43,931.78,886.1578582412585
2019-05-24 01:35:00,856.86,931.78,886.1578119249857
2019-05-24 01:40:00,851.66,931.78,886.1578565891707
2019-05-24 01:45:00,898.01,931.78,886.1578135181442
2019-05-24 01:50:00,869.65,931.78,886.1578550528399
2019-05-24 01:55:00,857.56,931.78,886.1578149996747
2019-05-24 02:00:00,867.32,931.78,886.1578536241552
2019-05-24 02:05:00,878.92,931.78,886.1578163773986
2019-05-24 02:10:00,879.04,931.78,886.1578522955743
2019-05-24 02:15:00,884.33,931.78,886.1578176585895
2019-05-24 02:20:00,926.86,931.78,886.1578510600833
2019-05-24 02:25:00,901.49,931.78,886.157818850011
2019-05-24 02:30:00,883.5,931.78,886.1578499111595
2019-05-24 02:35:00,868.58,931.78,886.157819957953
2019-05-24 02:40:00,884.21,931.78,886.1578488427373
2019-05-24 02:45:00,879.02,931.78,886.1578209882648
2019-05-24 02:50:00,874.56,931.78,886.1578478491764
2019-05-24 02:55:00,914.53,931.78,886.1578219463856
2019-05-24 03:00:00,903.86,931.78,886.1578469252314
2019-05-24 03:05:00,903.44,931.78,886.1578228373737
2019-05-24 03:10:00,953.32,931.78,886.1578460660246
2019-05-24 03:15:00,877.73,931.78,886.1578236659329
2019-05-24 03:20:00,882.24,931.78,886.1578452670199
2019-05-24 03:25:00,893.9,931.78,886.1578244364373
2019-05-24 03:30:00,894.28,931.78,886.1578445239991
2019-05-24 03:35:00,917.63,931.78,886.1578251529547
2019-05-24 03:40:00,871.68,931.78,886.1578438330396
2019-05-24 03:45:00,839.06,931.78,886.1578258192679
2019-05-24 03:50:00,874.16,931.78,886.1578431904936
2019-05-24 03:55:00,875.82,931.78,886.1578264388944
2019-05-24 04:00:00,878.79,931.78,886.1578425929689
2019-05-24 04:05:00,882.76,931.78,886.1578270151055
2019-05-24 04:10:00,926.08,931.78,886.1578420373111
2019-05-24 04:15:00,937.62,931.78,886.1578275509431
2019-05-24 04:20:00,937.63,931.78,886.1578415205865
2019-05-24 04:25:00,875.31,931.78,886.1578280492362
2019-05-24 04:30:00,865.3,931.78,886.1578410400674
2019-05-24 04:35:00,902.95,931.78,886.1578285126153
2019-05-24 04:40:00,895.21,931.78,886.1578405932169
2019-05-24 04:45:00,868.15,931.78,886.1578289435269
2019-05-24 04:50:00,888.09,931.78,886.1578401776758
2019-05-24 04:55:00,872.51,931.78,886.1578293442457
2019-05-24 05:00:00,896.76,931.78,886.1578397912506
2019-05-24 05:05:00,865.66,931.78,886.1578297168874
2019-05-24 05:10:00,876.81,931.78,886.157839431901
2019-05-24 05:15:00,867.97,931.78,886.157830063419
2019-05-24 05:20:00,877.32,931.78,886.1578390977301
2019-05-24 05:25:00,873.49,931.78,886.1578303856703
2019-05-24 05:30:00,874.26,931.78,886.1578387869735
2019-05-24 05:35:00,895.68,931.78,886.1578306853423
2019-05-24 05:40:00,918.88,931.78,886.1578384979906
2019-05-24 05:45:00,934.07,931.78,886.1578309640172
2019-05-24 05:50:00,872.67,931.78,886.157838229256
2019-05-24 05:55:00,882.1,931.78,886.1578312231661
2019-05-24 06:00:00,876.38,931.78,886.1578379793508
2019-05-24 06:05:00,859.79,931.78,886.1578314641572
2019-05-24 06:10:00,862.41,931.78,886.1578377469557
2019-05-24 06:15:00,863.69,931.78,886.1578316882627
2019-05-24 06:20:00,896.36,931.78,886.1578375308438
2019-05-24 06:25:00,903.07,931.78,886.1578318966659
2019-05-24 06:30:00,846.11,931.78,886.1578373298744
2019-05-24 06:35:00,935.96,931.78,886.1578320904669
2019-05-24 06:40:00,869.96,931.78,886.1578371429863
2019-05-24 06:45:00,910.82,931.78,886.1578322706888
2019-05-24 06:50:00,871.7,931.78,886.1578369691929
2019-05-24 06:55:00,897.29,931.78,886.1578324382831
2019-05-24 07:00:00,900.27,931.78,886.1578368075767
2019-05-24 07:05:00,863.24,931.78,886.1578325941346
2019-05-24 07:10:00,897.99,931.78,886.1578366572845
2019-05-24 07:15:00,889.24,931.78,886.157832739066
2019-05-24 07:20:00,875.41,931.78,886.1578365175228
2019-05-24 07:25:00,859.51,931.78,886.1578328738424
2019-05-24 07:30:00,892.72,931.78,886.1578363875537
2019-05-24 07:35:00,893.43,931.78,886.1578329991754
2019-05-24 07:40:00,871.92,931.78,886.1578362666912
2019-05-24 07:45:00,870.13,931.78,886.1578331157267
2019-05-24 07:50:00,1008.21,931.78,886.1578361542972
2019-05-24 07:55:00,888.32,931.78,886.1578332241116
2019-05-24 08:00:00,957.2,931.78,886.1578360497784
2019-05-24 08:05:00,892.99,931.78,886.1578333249024
2019-05-24 08:10:00,876.42,931.78,886.1578359525829
2019-05-24 08:15:00,888.39,931.78,886.157833418631
2019-05-24 08:20:00,892.02,931.78,886.1578358621975
2019-05-24 08:25:00,879.74,931.78,886.1578335057923
2019-05-24 08:30:00,874.07,931.78,886.1578357781452
2019-05-24 08:35:00,868.06,931.78,886.1578335868463
2019-05-24 08:40:00,880.18,931.78,886.1578356999822
2019-05-24 08:45:00,883.0,931.78,886.1578336622213
2019-05-24 08:50:00,869.73,931.78,886.1578356272959
2019-05-24 08:55:00,852.25,931.78,886.1578337323149
2019-05-24 09:00:00,855.65,931.78,886.1578355597024
2019-05-24 09:05:00,869.38,931.78,886.1578337974973
2019-05-24 09:10:00,874.7,931.78,886.1578354968451
2019-05-24 09:15:00,899.54,931.78,886.1578338581126
2019-05-24 09:20:00,881.85,931.78,886.157835438392
2019-05-24 09:25:00,876.51,931.78,886.1578339144806
2019-05-24 09:30:00,882.27,931.78,886.1578353840346
2019-05-24 09:35:00,866.47,931.78,886.1578339668993
2019-05-24 09:40:00,858.52,931.78,886.1578353334858
2019-05-24 09:45:00,880.25,931.78,886.157834015645
2019-05-24 09:50:00,857.19,931.78,886.1578352864788
2019-05-24 09:55:00,877.05,931.78,886.1578340609752
2019-05-24 10:00:00,901.24,931.78,886.1578352427654
2019-05-24 10:05:00,891.4,931.78,886.1578341031293
2019-05-24 10:10:00,886.31,931.78,886.1578352021148
2019-05-24 10:15:00,871.18,931.78,886.1578341423298
2019-05-24 10:20:00,939.18,931.78,886.1578351643126
2019-05-24 10:25:00,900.9,931.78,886.1578341787836
2019-05-24 10:30:00,855.08,931.78,886.157835129159
2019-05-24 10:35:00,911.62,931.78,886.1578342126832
2019-05-24 10:40:00,874.95,931.78,886.1578350964686
2019-05-24 10:45:00,872.69,931.78,886.1578342442075
2019-05-24 10:50:00,891.25,931.78,886.1578350660686
2019-05-24 10:55:00,865.09,931.78,886.157834273523
2019-05-24 11:00:00,863.01,931.78,886.1578350377988
2019-05-24 11:05:00,984.48,931.78,886.1578343007845
2019-05-24 11:10:00,885.08,931.78,886.1578350115097
2019-05-24 11:15:00,876.8,931.78,886.1578343261359
2019-05-24 11:20:00,890.5,931.78,886.1578349870626
2019-05-24 11:25:00,885.09,931.78,886.1578343497109
2019-05-24 11:30:00,875.48,931.78,886.1578349643285
2019-05-24 11:35:00,873.82,931.78,886.1578343716342
2019-05-24 11:40:00,879.56,931.78,886.1578349431873
2019-05-24 11:45:00,915.22,931.78,886.1578343920213
2019-05-24 11:50:00,858.76,931.78,886.1578349235273
2019-05-24 11:55:00,897.4,931.78,886.15783441098
2019-05-24 12:00:00,896.64,931.78,886.1578349052448
2019-05-24 12:05:00,829.08,931.78,886.1578344286102
2019-05-24 12:10:00,890.86,931.78,886.1578348882434
2019-05-24 12:15:00,886.3,931.78,886.1578344450052
2019-05-24 12:20:00,891.1,931.78,886.1578348724332
2019-05-24 12:25:00,933.52,931.78,886.1578344602514
2019-05-24 12:30:00,861.08,931.78,886.1578348577308
2019-05-24 12:35:00,870.99,931.78,886.1578344744294
2019-05-24 12:40:00,862.93,931.78,886.1578348440586
2019-05-24 12:45:00,875.27,931.78,886.157834487614
2019-05-24 12:50:00,870.55,931.78,886.1578348313443
2019-05-24 12:55:00,872.18,931.78,886.1578344998748
2019-05-24 13:00:00,965.91,931.78,886.157834819521
2019-05-24 13:05:00,874.96,931.78,886.1578345112765
2019-05-24 13:10:00,876.8,931.78,886.157834808526
2019-05-24 13:15:00,873.28,931.78,886.1578345218793
2019-05-24 13:20:00,886.45,931.78,886.1578347983013
2019-05-24 13:25:00,913.54,931.78,886.1578345317391
2019-05-24 13:30:00,872.17,931.78,886.1578347887931
2019-05-24 13:35:00,889.92,931.78,886.1578345409082
2019-05-24 13:40:00,896.76,931.78,886.1578347799511
2019-05-24 13:45:00,903.47,931.78,886.1578345494347
2019-05-24 13:50:00,873.82,931.78,886.1578347717286
2019-05-24 13:55:00,886.62,931.78,886.1578345573638
2019-05-24 14:00:00,876.2,931.78,886.1578347640823
2019-05-24 14:05:00,871.2,931.78,886.1578345647374
2019-05-24 14:10:00,906.19,931.78,886.1578347569717
2019-05-24 14:15:00,898.36,931.78,886.1578345715944
2019-05-24 14:20:00,886.8,931.78,886.1578347503594
2019-05-24 14:25:00,904.41,931.78,886.1578345779709
2019-05-24 14:30:00,866.5,931.78,886.1578347442104
2019-05-24 14:35:00,878.92,931.78,886.1578345839007
2019-05-24 14:40:00,861.95,931.78,886.1578347384923
2019-05-24 14:45:00,880.03,931.78,886.157834589415
2019-05-24 14:50:00,885.1,931.78,886.1578347331747
2019-05-24 14:55:00,864.0,931.78,886.1578345945428
2019-05-24 15:00:00,880.49,931.78,886.1578347282298
2019-05-24 15:05:00,848.26,931.78,886.1578345993114
2019-05-24 15:10:00,895.1,931.78,886.1578347236313
2019-05-24 15:15:00,859.43,931.78,886.1578346037459
2019-05-24 15:20:00,883.21,931.78,886.157834719355
2019-05-24 15:25:00,905.35,931.78,886.1578346078696
2019-05-24 15:30:00,970.38,931.78,886.1578347153784
2019-05-24 15:35:00,897.94,931.78,886.1578346117044
2019-05-24 15:40:00,897.55,931.78,886.1578347116804
2019-05-24 15:45:00,933.44,931.78,886.1578346152705
2019-05-24 15:50:00,884.27,931.78,886.1578347082415
2019-05-24 15:55:00,849.35,931.78,886.1578346185868
2019-05-24 16:00:00,910.7,931.78,886.1578347050435
2019-05-24 16:05:00,882.05,931.78,886.1578346216706
2019-05-24 16:10:00,898.73,931.78,886.1578347020695
2019-05-24 16:15:00,912.03,931.78,886.1578346245384
2019-05-24 16:20:00,927.72,931.78,886.157834699304
2019-05-24 16:25:00,911.72,931.78,886.1578346272053
2019-05-24 16:30:00,870.29,931.78,886.1578346967323
2019-05-24 16:35:00,879.72,931.78,886.1578346296852
2019-05-24 16:40:00,891.64,931.78,886.1578346943406
2019-05-24 16:45:00,904.87,931.78,886.1578346319915
2019-05-24 16:50:00,871.75,931.78,886.1578346921167
2019-05-24 16:55:00,885.18,931.78,886.1578346341361
2019-05-24 17:00:00,880.23,931.78,886.1578346900485
2019-05-24 17:05:00,937.54,931.78,886.1578346361305
2019-05-24 17:10:00,853.98,931.78,886.1578346881253
2019-05-24 17:15:00,864.65,931.78,886.157834637985
2019-05-24 17:20:00,871.31,931.78,886.1578346863367
2019-05-24 17:25:00,856.45,931.78,886.1578346397098
2019-05-24 17:30:00,845.38,931.78,886.1578346846736
2019-05-24 17:35:00,868.39,931.78,886.1578346413137
2019-05-24 17:40:00,899.87,931.78,886.157834683127
2019-05-24 17:45:00,860.78,931.78,886.1578346428051
2019-05-24 17:50:00,861.57,931.78,886.1578346816888
2019-05-24 17:55:00,887.28,931.78,886.1578346441921
2019-05-24 18:00:00,862.41,931.78,886.1578346803512
2019-05-24 18:05:00,883.19,931.78,886.1578346454819
2019-05-24 18:10:00,888.72,931.78,886.1578346791075
2019-05-24 18:15:00,916.72,931.78,886.1578346466813
2019-05-24 18:20:00,888.99,931.78,886.1578346779509
2019-05-24 18:25:00,894.48,931.78,886.1578346477967
2019-05-24 18:30:00,862.0,931.78,886.1578346768753
2019-05-24 18:35:00,876.73,931.78,886.157834648834
2019-05-24 18:40:00,903.82,931.78,886.157834675875
2019-05-24 18:45:00,891.29,931.78,886.1578346497985
2019-05-24 18:50:00,883.97,931.78,886.1578346749449
2019-05-24 18:55:00,872.79,931.78,886.1578346506955
2019-05-24 19:00:00,898.24,931.78,886.1578346740799
2019-05-24 19:05:00,872.23,931.78,886.1578346515296
2019-05-24 19:10:00,870.05,931.78,886.1578346732756
2019-05-24 19:15:00,905.03,931.78,886.1578346523053
2019-05-24 19:20:00,900.3,931.78,886.1578346725275
2019-05-24 19:25:00,874.55,931.78,886.1578346530265
2019-05-24 19:30:00,859.34,931.78,886.1578346718319
2019-05-24 19:35:00,884.81,931.78,886.1578346536973
2019-05-24 19:40:00,878.83,931.78,886.157834671185
2019-05-24 19:45:00,853.17,931.78,886.157834654321
2019-05-24 19:50:00,857.68,931.78,886.1578346705835
2019-05-24 19:55:00,860.86,931.78,886.1578346549011
2019-05-24 20:00:00,896.63,931.78,886.157834670024
2019-05-24 20:05:00,879.98,931.78,886.1578346554405
2019-05-24 20:10:00,875.27,931.78,886.1578346695039
2019-05-24 20:15:00,878.77,931.78,886.1578346559422
2019-05-24 20:20:00,873.98,931.78,886.1578346690202
2019-05-24 20:25:00,896.63,931.78,886.1578346564087
2019-05-24 20:30:00,869.41,931.78,886.1578346685703
2019-05-24 20:35:00,859.45,931.78,886.1578346568425
2019-05-24 20:40:00,882.57,931.78,886.1578346681521
2019-05-24 20:45:00,872.23,931.78,886.157834657246
2019-05-24 20:50:00,859.25,931.78,886.157834667763
2019-05-24 20:55:00,876.76,931.78,886.157834657621
2019-05-24 21:00:00,899.65,931.78,886.1578346674012
2019-05-24 21:05:00,913.83,931.78,886.1578346579698
2019-05-24 21:10:00,883.21,931.78,886.1578346670648
2019-05-24 21:15:00,925.74,931.78,886.1578346582943
2019-05-24 21:20:00,861.2,931.78,886.1578346667519
2019-05-24 21:25:00,891.12,931.78,886.1578346585959
2019-05-24 21:30:00,932.75,931.78,886.157834666461
2019-05-24 21:35:00,872.16,931.78,886.1578346588765
2019-05-24 21:40:00,838.7,931.78,886.1578346661904
2019-05-24 21:45:00,857.82,931.78,886.1578346591373
2019-05-24 21:50:00,858.82,931.78,886.1578346659388
2019-05-24 21:55:00,861.97,931.78,886.1578346593799
2019-05-24 22:00:00,885.55,931.78,886.1578346657049
2019-05-24 22:05:00,851.57,931.78,886.1578346596056
2019-05-24 22:10:00,875.84,931.78,886.1578346654874
2019-05-24 22:15:00,908.27,931.78,886.1578346598154
2019-05-24 22:20:00,876.46,931.78,886.1578346652851
2019-05-24 22:25:00,927.29,931.78,886.1578346600106
2019-05-24 22:30:00,883.01,931.78,886.1578346650971
2019-05-24 22:35:00,894.68,931.78,886.1578346601921
2019-05-24 22:40:00,875.78,931.78,886.1578346649221
2019-05-24 22:45:00,902.37,931.78,886.1578346603608
2019-05-24 22:50:00,918.78,931.78,886.1578346647594
2019-05-24 22:55:00,868.08,931.78,886.1578346605178
2019-05-24 23:00:00,866.85,931.78,886.1578346646082
2019-05-24 23:05:00,887.81,931.78,886.1578346606638
2019-05-24 23:10:00,921.44,931.78,886.1578346644676
2019-05-24 23:15:00,880.97,931.78,886.1578346607995
2019-05-24 23:20:00,899.96,931.78,886.1578346643367
2019-05-24 23:25:00,875.95,931.78,886.1578346609257
2019-05-24 23:30:00,869.27,931.78,886.1578346642151
2019-05-24 23:35:00,858.33,931.78,886.157834661043
2019-05-24 23:40:00,890.37,931.78,886.157834664102
2019-05-24 23:45:00,862.19,931.78,886.1578346611522
